date,userName,score,content,helpfulCount
2023-05-09 02:10:14,김하욱,3,ㅈ드ㅡㅡㅈ ㄷ.ㅈ.,0
2023-05-21 23:40:59,JEST B,3,수평선 고정 기능 없어요 ?? 그어 놓으면 뭐합니까?? 조금만 터치되도 .. 다른데로 이동해버리는데 ... 선그어 놓고 차트를 확대 하거니 줄이기가 무섭네.. ㄱ선 자꾸 이동해서...,0
2024-02-22 13:58:40,김진주,3,사용하기가 복잡하고 어려워요,0
2023-03-20 11:55:24,집토끼*기묘,3,구버전은 장 끝나고 바로 그날의 공매도추이가 확인됐었는데 신버전은 하루 지나야 나와서 불편해요 왜 신버전으로 갈수록 후져지나요 신버전도 장 끝나고 그날의 공매도추이 바로 확인할수있게해주세요,1
2024-02-22 14:36:42,귀마 (귀마),3,계좌 비번 저장하는 기능이 사라졌네요. 생체 인식으로도 됐었는데 그 기능도 사라 졌구.. 다시 만들어 주세요,0
2023-05-31 11:14:27,부자과장,3,"가로버젼시에 이동평균선 및 보조선 설정이 안따라오고 기본 5 10 20 등으로 defalut값이 들어갑니다. 세로버젼일때와 주문시 가로 차트일때, 관심종목 차트라던지 동기화되도록 또는 주문 가로일때 설정변경할 수 있도록 조치부탁드립니다.",0
2023-08-07 01:35:17,박앨런,3,갑자기 계좌별칭이 사라졌어요 계좌 헷갈리는데 계좌이름 어디서 바꾸나요? 아.. 찾았습니다 검색 계좌관리-연필표시별칭수정,0
2023-05-07 06:41:56,섭섭한로미오,3,다 좋은데 분봉 일봉 가로로 차트 보면서 이것저것 클릭하다 보면 5분에 한번씩 튕기네요.. 예전에 안그랬던거 같은데 버그 생긴듯?,0
2024-02-29 04:07:11,jm k,3,갤럭시s20폰 모의매매 탭에서 계좌를 변경해도 데이터는 첫번째 계좌의 정보로 인식되고 있네요 계좌를 변경후 홈버튼으로 바탕화면에 나갔다 들어오면 변경되구요,0
2023-02-19 12:25:57,박원성,3,안드로이드에서 신버전 설치를 누르면 계속해서 대기중만 뜨고 설치가 되지 않습니다,0
2023-03-24 11:45:50,네비루,3,20년치 재무볼때 배당률이나 등등 없는부분이 많네요 다른창들어가서 보면 그건 몇년치 안되고 영운문 피씨버전 재무추이가 정말좋은데 모바일에 그렇게 볼방법없을까요 미국주식은 종목누르면 바로 재무들어가는데 국내는 좀불편하네요 전 재무 30년치는 볼수있었으면,3
2023-02-19 14:48:37,박상섭,3,"휴대폰을 옆으로(가로)로 눕힌 상태에서 관심종목에 있는 종목을 터치할 경우, 차트가 바로 옆으로 나오지 않아 불편합니다. 개선 부탁드립니다.",0
2023-06-02 02:15:17,별자리,3,"수수료, 세금 같은 것도 매수하기 전에 미리 수수료, 세금을 계산할 수 있었으면 좋겠습니다 단타 치기 편하게 미리 계산할 수 있게 해주세요",0
2023-05-08 03:44:25,산수국,3,구버전이 더편했어요. 그리고 자주 바꾸지 마세요.할머니들은 힘들어요,0
2023-05-08 03:56:38,애지니아빠,3,자녀 계좌 생체인증 방법? 자녀가 둘인데 한명만 생체인증 되는건가요? 타사 어플처럼 제 계좌에 한번에 연결도 안되는거겠죠...? 확인 부탁드립니다.,0
2023-09-20 07:35:21,Asd Qwe,3,해외잔고만 가로화면 기능을 지원하지않는다는게 이해안되는데 나중에 업데이트 될까요?,0
2023-04-09 12:25:18,k april,3,리뉴얼된 앱은 에전 앱 보다 편리해진 점들이 있어서 좋아요... 다만 꼭 건의드리고 싶은게 있어요. 관심 종목이나 보유 종목 리스트 위젯을 지원해 주시면 안될까요?? 영웅문이 지원안해서 다른 증권사 앱 깔아서 보고 있어서 너무 불편해요. 위젯만 지원되면 정말 즇을 것 같습니다!!!!! 지원 해주세요 ㅠㅠ ( 다른 증권사 앱들은 되요 ㅠㅠ),3
2023-04-09 10:24:36,Seeker An,3,갤럭시탭 s7울트라 사용시 가로화면 변경시 차트화면. 계좌화면 등이 지맘대로 움직이고 매수 매도도 터치도 안되고 작동이 안됩니다. 그래서 하는수없이 폰으로 주문을 냅니다. 삼성 갤럭시탭에서 사용이 전반적으로 불안정하고 잘 작동이 안됩니다.,14
2023-03-10 13:09:32,한규원,3,호가창에서 매수잔량 배경색이 굉장히 연한 핑크빛으로 나옵니다. 태블릿에서는 붉은색으로 괜찮은데 스마트폰에서는 매수잔량 숫자가 파악하기 어려울 정도로 배경색이 이상합니다,0
2023-09-06 00:35:47,kim drift,3,230906 타사 계좌 추가시 네이버..토스인증 모두 인증후 앱에 돌아오면 엉뚱한화면으로 가고 계좌추가도 안되있음. 타사cma가 rp에묶여 잔액조회 안되는건 이해하지만 토스는 송금이 되는데 키움은 잔액없다고 송금을 못함. _____________과거내용_________________ 미장만 하는데 신버전을 설치하고는 잘 안 쓰는 이유. 1. 최근앱 화면상태에 앱 내용이 안나와서 앱 활성화로 들어와야 내용을 볼 수 있다. (구버전은 바로 나와서 다른앱에 숫자기록 하기 편함) 2. 자동감시주문 목록이 너무 두껍고 티커 정렬이 안되어 목록 많으면 개불편. 차트 줌버튼도 없어져 불편,68
2024-03-19 03:31:30,황연수,3,며칠전부터 앱에 버그가 있어 앱을 종료한다는 메시지가 뜹니다 어떻게 해결해야 하나요?,0
2024-04-16 03:36:20,장효천 (울마이티),3,십자선 수평바 우측 가격표시 되게해주세요. 십자선 중심이 손가락 위치로 따라가서 차트보기 불편함 상대적 표시로 수정해주세요. 나의 평균매수가를 차트에 표시해주세요.,0
2023-01-27 04:27:39,송연,3,신버전에서 계좌인증도 안되고 어찌해야 하나요.ㅠ,0
2023-08-28 00:34:13,Jun Park,3,MTS 제약이 많은 것 같습니다. 해외주식의 경우 일본 주식 거래는 HTS로만 가능해 편하게 거래하기 힘든 것 같습니다.,1
2023-03-13 06:50:31,토드사일러,3,전일고가 전일저가 표시는 어떻게 하나요? HTS처럼 전일고가 전일저가 표시 어떻게 하나요?,0
2023-06-14 06:52:13,수루루룩,3,괜찮긴한데 일본주식 관련해서 모바일에서 내계좌 실시간 주가반영 확인이 안되네요. 기능 추가 계획이 있을까요?? 또 모바일로 일본주식 거래 기능 추가 계획도 있을까요,0
2023-01-27 03:45:05,장동웅,3,수고 많으십니다 구버젼 키움 주문창에서 가로로 회전하여 차트와 주문창을 동시에 보며 매매할때 차트 이평선과 색상등 설정이 내가 설정한 기본 차트 설정과 동일했는데 신버젼에서는 키움주문창 가로회전 차트는 개인 설정값이 전혀 안들어간 차트만 제공이 되네요 개인 차트 설정에 익숙해진터라 신버젼에서 매매시 큰 불편함이 느껴지는데 구버젼처럼 개인설정값이 반영된 차트 제공은 불가능한지요?,0
2023-05-14 10:07:11,후식민,3,영웅문s# 키움주문에서 체결창에 일정금액 hts처럼 일정 금액시 채결창에 나오고 또한 색으로 구뷴할수 있게금 해주세요,0
2024-04-25 15:09:23,wj ju,3,오랜만에 들어갔더니 간편등록 다시 하라해서 하는데 휴대폰번호 인증 누르는 거에서 안넘어가져요. 문자가 안옵니다. 몇번을 했는데도 안되네요..어떻게 해야합니까,0
2023-08-15 10:47:16,김엘레나,3,스마트폰에 앱을 다운받아 이미 사용중인데요 컴퓨터에도 앱 다운을 해서 병행해서 사용을 할수 없는것인가요? 스마트폰것을 삭제하고 컴퓨터에 가시 다운받아 로그인해 하나요?,0
2023-08-24 08:00:11,이지태,3,왜 시간외 등락률 순위가 안나오나요??,0
2024-04-26 06:35:34,성용,3,차트화면에서 다음종목으로 바로넘겨서볼수있는버튼이 있었으면합니다(관심종목 순서대로),0
2023-08-15 23:50:59,SR K,3,모바일에도 기준선에 상승하락VI 넣어주세오,0
2023-06-13 19:52:07,Jun B,3,모바일에서 일본주식 매매할수있게 해주세요 환전은 했는데 집에 컴터가 없어 매매를 못하고 있어요,0
2023-06-13 09:23:34,리오프린스,3,"분차트 거래대금도 지원해 주었으면 좋겠어요. NH나무증권은 지원이 되서 앱을 두개 띄워놓구 거래하네요. 그리고 차트를 하나 더 띄울수 있게 해주면 단타시 다른 앱을 안 띄워도 될거 같아요.(Z폴더, 태블릿)",0
2023-08-23 00:33:27,MS Kim,3,"일봉차트에서 하단지표에 거래량, 외국인수급, 기관수급 이렇게 3개를 나뒀는데요. 1개를 더넣었더니 화면을 옆으로 넘겨야 하네요. 한화면에 4개까지 가능하게 해주세요. 그러면 무조건 넘어가고 이거 되면 넘어갈 사람들 많이 생깁니다.",1
2023-08-22 05:21:28,곰탱이,3,어플이 중간중간 멈춤 무반응 ㅡㅡ종료하고 다시 실행해야됨,0
2023-05-16 00:03:50,강바다,3,영웅문 s# 은 구버전보다 더더 불편합니다 구버전도 같이 이용할수있게 해주세요 신버전손이 안가네요 깔끔하지도 않고 왜이리 군더더기가 많을까요? 구버전 사용하기 너무편하고 한두번클릭으로 모든게 다되는데 이건뭐 숨은그림찾기 인가 ?? 십년넘게 키움만 사용했는데 다른증권사를 찾아봐야되나 싶네요,0
2023-05-16 00:40:00,정혜리,3,매도 매수 헷갈려요. 해당 페이지 색깔 좀 진하게 만들어주세요 매수해야할 걸 자꾸 매도해요,0
2023-04-05 00:43:56,숲속의오두막,3,너무 튕겨서 도저히 못 쓰겠습니다 모바일로만 거래하는데 일봉 분봉 틱버튼을 번갈아누르면 너무 튕깁니다 막 욕이 나와 죽을 지경입니다 4번이상의 상담원과 엔지니어분의 통화를 통해 앱도 새로 깔고 모든 방법을 써봤지만 무용지물입니다 더 자주 튕깁니다 제발 좀 어떻게 해보세요 ㅠㅠ,2
2023-03-23 05:12:57,1020 b,3,앱이 너무 복잡해요,0
2023-06-09 01:14:57,이제시작,3,대체로 만족하는데 거래량 전일비 설정좀 나오게 부탁드려요,0
2023-02-25 14:12:39,홍동천,3,업데이트후왜자꾸 꺼지는건가요 게다가 차트를 넘기거나 혹은 일주월봉차트로변경하면 간혹 종목이름과 차트가 다른게 나오네요?,0
2023-08-28 10:25:59,준짱,3,ㆍ4🤫😁ㆍ2,0
2023-08-12 02:50:41,방그래,3,차트에보면 빨간배경 파란배경으로 현재가격 표시해주잖아요? 젤우측에.. 그게 너무커서 현재 캔들 가리는데 이것좀 수정해주세요 그리고 지수차트 핀고정은 왜있는거죠? 고정해도 어차피 없어져서 돋보기 들어가서 다시 불러야되는데...,0
2023-08-08 14:14:51,세렌디피티,3,업데이트 후 순위검색에서 전일대비 등락률 상위하고 시간외 등락률 순위 조회값이 안나오는데 왜 이런건가요?,0
2023-06-05 09:54:25,진영석,3,현재 사용중인데 로그인시 수차례 튕김현상이 계속발생합니다. 보안문제로 충돌이 발생하는건가요? 아니면 그밖에 문제가 있나요??,2
2024-03-19 15:25:17,Uhng Kim,3,해외주식 거래하려고 옮겨왔는데 차트에 매입평단가 표시가 안되는게 너무 불편하네요. 진짜 기본인건데 꼭 기능 추가 필요합니다.,0
2023-09-11 03:11:08,정성인,3,르ㅡㄹ,0
2023-09-10 03:43:46,박은희,3,Xhu느그ㅡㅡ,0
2024-03-24 12:32:46,장민지,3,컴퓨터랑 연동하려고 간편인증 하는데 자꾸 검증오류라고 뜹니다,0
2023-04-08 06:27:28,영균정,3,드 써니 ㅓㅜ,0
2023-09-06 10:27:21,유지웅,3,시간외 거래할때 가격을 못정하나요??,0
2023-04-10 23:34:29,리방지,3,구버전 그냥 안없애면 안되나요? 거래는 신버전으로해도 그냥 보는건 구버전이 편한데.. 그게종목 보기 더 편한데 글씨체도 그렇고 흠.,1
2024-03-28 00:38:38,국이,3,회전금지 해놔도 자동으로 회전 되는거 짱남 이거좀 고쳐주세요,0
2023-05-19 06:24:20,hyun,3,아니 왜 일본 주식 거래가 안되나용??,0
2024-04-02 15:24:14,유광종,3,HTS에 있는 복수종목주문기능좀 넣어주세요,0
2023-05-10 13:49:18,아캔단투,3,1. 차트 봉개수 왜 1000까지만 조회가 되는지요? 전체차트를 볼수 없어 너무 불편합니다. 빠른 개선요청드립니다. 2. 추세선 움직이지 않게 고정시킬 수 있는 기능 넣어주세요.,0
2023-04-07 05:15:27,Dong Chan Lee,3,hts 시세조회만 쓰는걸로,0
2023-02-27 23:55:40,날라댕겨,3,갤럭시A51 사용자입니다. 앱 실행이 안되어 지웠다 재설치했는데도 동일증상이 반복됩니다. 업데이트 시 조치 바랍니다.,0
2023-09-01 03:03:20,인생유희,3,"잘쓰고 있는데, 한번씩 기존에 차트나 메뉴 설정해놓은게 초기화됩니다, 설정들 영구 저장이 불가능한가요?",0
2023-06-17 14:42:29,S.M,3,호가주문에서 호가등락률표시를 손익분기매입가 대비로 설정했을때 기타매도를 누르면 기준가대비로 등락률이 뜹니다. 기타매도 역시 손익분기매입가대비 등락률이 표시되도록 설정할수 있는게 있으면 좋겠습니다. 목표수익률에 매도걸고 싶은데 기준가대비로 뜨니까 불편하네요,0
2023-04-02 08:29:03,inyu R,3,ㄷㅉㅉ 나 자주 ㅇ 1ㅣㅈㄷ ㅈㅈ °\ㅣㅈㆍㅈ,0
2024-04-08 06:01:41,ye울,3,회원탈퇴 하고싶은데 어떻게 하나요?,0
2023-04-06 10:19:18,권지,3,다 좋은데 전체적으로 차트 볼때 캔들이 복잡해서 보기 힘든게 아쉽네요,0
2023-05-18 14:17:21,김현섭,3,"HTS 수식 연동, 해외 주식 테레이딩 가능하여 구버전에 비해 사용자 편의성이 많이 좋아졌네요. 아쉬운점은 증권사 앱인데 뉴스 창에 종목추천 광고는 필터링 되었으면 더욱 좋겠네요",0
2023-06-05 03:36:03,앙쿠,3,화면 자동회전 잠금 기능같은건 없나요..,0
2023-06-05 04:59:11,Ai got it fighter,3,추세선 그려놓으면 자꾸 틀어져 있는데 이거 수정 안되나요? 저장을 해놔도 며칠있다보면 또 틀어져있음..,0
2023-08-04 08:42:26,김소연,3,딱히 업데이트를 하지도 않았는데 그 맨위에 바라고 해야하나요? 주식 이름뜨고 하는 상단 맨위 박스부분이 갑자기 민트색으로 바뀌었는데 이상없는 건가요? 원래 그런가요? 앱을 시작할 때 무슨 알림창같은 걸 잘못눌렀나? 닫기를 눌렀나? 아무튼 어쩌다가 알림창같은거를 잘못 터치해서 없앴는데 그거랑 관련이있지는 않겠죠 제가 뭘 잘못 눌러서 작동 시킨건지 그냥 원래 시스템이 그런거라서 그냥 자연히 바뀐건지 궁금합니다,7
2023-10-05 22:38:27,체록,3,토스하다가 넘어가려고 하는데 너무 복잡하군요. 단순화와 메뉴 재정렬이 선행되어야 할듯 합니다. 쓰다보니 '내맘대로' 기능은 왼 손가락으로 컨트롤할 수 있어 좋네요. 적응이 얼추되어 갑니다.,13
2023-05-31 07:31:58,jy y,3,마이 자산 한눈에ㅡ조회가 안되요 어제부터 안되는데 오류인듯.. 개선이 필요해보여요,0
2023-07-27 10:44:48,짐켈러 (백천),3,금일 업데이트 버그 있슴. 빨리 수정 하세요. 실행 자체가 안됩니다. 업데이트만 주구장창 진행중,0
2023-11-29 02:49:31,DS K,3,"어디다 질문해야 할지 몰라서... 여기에 문의를 남겨요. 루닛을 소수점으로 조금 보유하고 있는데. 최근 무상증자 관련 어떻게 처리되는지요. 소수점은 그냥 주가만 반토막 나고 끝인지. 다른 분들는 이미 무상증자 신규 주식이 들어왔다고 들었거든요. (아무리 소수점 적은 금액이지만, 조정 주가상으로는 수익권인데, 무상증자 혜택을 못 받아서 반토막이나 손실을 보고 있는건 좀 아파요...) 제가 조금 잘못 알고 있는 부분이 있을 수도 있는데. 아무튼 답변이 가능하면 해 주시고. 아니면 어디에 문의하면 되는지라도 알려 주시면 감사.",30
2023-02-09 15:52:30,타노스옹 그게 아니고 10%만 살려야지,3,아이콘이 시커매서 잘 안보인다,0
2023-03-29 11:36:27,쥬린이,3,1. 추세선 자석기능이 오프되어있는데도 종가가 형성될때마다 움직입니다 힘들게 그어놓았는데 계속 움직여서 너무 불편합니다. (고정할수 있는 기능좀 만들어주세요) 2. 지수차트에서 코스피 코스닥 나스닥 s&p500 지수를 검색하고 앱종료후 다시 지수차트로 들어갔을시 최근 조회한 지수들이 다 사라집니다. (최근 조회한 지수들좀 저장되어 있게끔 수정좀 부탁드려요),21
2023-07-06 02:22:31,고영천,3,수고 많으십니다. 제발 구버전처럼 아이패드에서 확대된 화면으로 볼 수 있게 해 주세요 글자와 화면 모두확대되어 십수년 잘 쓰고 있었습니다. 시각장애인에게 신버전은 날벼락입니다.,1
2023-07-23 03:59:47,money B,3,안녕하세요 제가 hts로 보조지표를 하나만들어서 앱으로 전송했거든요  근데 차트위에  오버레이 하고싶은데 안되고 아래에 따로 나오더라구요 오버레이 할수있는 방법이 있나요,0
2023-02-05 23:08:47,쩜상주식TV,3,수익율을 1년 이상도 되게 해주세요,0
2023-02-05 07:48:12,황은화,3,". 지난해 ㅋ ㄲ ㅅㅅ .ㅇ ㅇㆍ ㄷ3 드, 9 즉 ㄹ 잘 ㄹ",0
2023-04-17 10:28:14,다큐급출발,3,관심종목 가로모드도 지원 바랍니다 그리고 관심종목에서 종합뉴스도 같이 볼수있게 창을 만들어 주시길 바랍니다,0
2023-02-10 05:40:44,파란하늘,3,기능은 많고 확실히 좋아졌으나 뭔가 보기에 복잡하고 터치가 편하지가 않네요..특히 주문창이 키움만의 편리성이 있어서 다른 증권사 앱을 안좋아했는데 이제는 주문창이 다른 증권사랑 비슷해진 느낌이예요..빠른거래가 키움이 제일 편리했는데 지금은 다른 증권사처럼 그냥 그래요,8
2023-02-10 09:08:34,연수TV,3,2월10일 업데이트 이후에 차트를 확대하면 다른 부분으로 휙휙 넘어갑니다. 원하는 부분의 차트 보기가 너무 힘들어요. 개선해주세요.,0
2024-01-19 23:10:39,정동하,3,"갤럭시탭8 울트라 사용중입니다 관심종목이나 호가창에서 상승 종목, 하락 종목의 글자색이. 빨강 또는 파랑이 아니라 모두 검정색으로 표시 됩니다. 설정방법 좀 알려주세요",0
2023-04-17 01:33:12,전국재,3,보통,0
2023-02-10 12:19:25,에베베벱메롱메롱,3,거래량말고 거래대금볼수있으면 좋겠어요,0
2024-01-23 01:15:47,Google 사용자,3,사용중인 통신망이 불안정하여 재접속한다며 접속자체가 계속 안됩니다 어찌 해결해야지요?,0
2023-05-25 13:37:07,Marco Kim,3,대비(등락) 정렬 시 금액이 아니라 비율로 되게 해주세요! 기존에 율이었는데 금액으로 바꿔서 너무 불편하네요,0
2024-01-23 06:39:21,ek y,3,요즘 오류가 너무 많이 나요 앱이 멈추는 프리징 현상이 하루에도 몇번씩이네요 ㅜㅜ,0
2023-06-27 07:28:26,Google 사용자,3,879ㅑ 2ㅣ6677역시,0
2023-11-03 01:52:17,말랑한찹쌀떡,3,타 계좌로 돈을 옮기고 싶은데 어디서 확인하나요?,0
2023-11-01 12:08:24,강승오,3,인식못하는 범용인증서가 많음,1
2023-02-12 03:09:07,Hoshi,3,s8ultra 태블릿으로 접속을 하면 etf분석이 오류가 뜨는 것 같던데 왜 그런건가요?,0
2023-05-29 20:46:43,아파치,3,일반 직장인이 수천가지의 종목을 일일이 분석해서 투자한다는건 거의 불가능하기에 조건검색을 이용하여 투자에 도움을 받고자하는데 과연 원하는 조건을 걸어두고 종목을 찾는것이 신뢰할만한건지 모르겠습니다 몇번 시험삼아 간단한 조건을 정해서 종목을 찾아봤는데 안맞는것도 상당한것 같아서요 어느정도 정확성이 있는지 답변해주세요 간단한 조건도 오차가 있다면 복잡한 조건을 걸어두고 검색한다면 그오차는 더 크지 않을까요 오차가 있다면 더욱 정밀하게 시스템을 정비해주시기 바랍니다,3
2024-01-11 18:32:55,정영재,3,다 좋은데 위젯 4×2도 되게 해주세요 차피 스크롤 하면 되는데 쓸데없이 화면에 너무 많은 면적을 차지해서 이용이 불편해요ㅠㅠ,0
2024-01-11 13:01:23,Archi kwak,3,거래량(매수/매도)오류. 갑자기 매도거래량이 표시되지 않아요 거래량 봉이 빨간색파란색으로 표시되어야 하는데 빨간색만 나와요.,0
2024-01-08 22:14:40,jaebeom cho,3,"해외주식 티커와 주식명칭에 일부 오류가 있습니다. 오류 수정을 요청드립니다. 예를들어 K(켈로그 => 켈라노바), EQWL(Invesco Russell Top 200 Equal Weighted => Invesco S&P 100 Equal Weight) 등이 대표적인 오류 사례입니다.",0
2023-05-27 05:57:42,연양갱,3,Hts에서 사용하는 차트 개인설정 지표는 언제 쓸수있나요,0
2023-07-17 13:28:40,김성범,3,매매시 튕기는현상 (강제종료) 되는거 개선해 주시죠 Mts호가주문플러스는 기능은 안되나요? 기능추가 해주세요,0
2023-12-15 08:35:03,찬웅,3,국내 주식은 차트에서 본인이 언제 어느 정도의 가격에 매수했는지 점선의 형태로 지시해주는데 해외 주식은 그런 기능이 없어 불편합니다. 그와 같은 기능이 해외 주식에서도 추가되었으면 합니다.,0
2023-07-16 00:48:45,장원춘,3,ㄷ7ㅓ허효,0
2023-02-08 05:30:19,Youngil Choi,3,"마이페이지에서 마이키움자산 항목에서 계좌별자산 조회가 있는데요 예전에 키움자산관리 앱에서 처럼 계좌별로 어떤 상품이 있는 지 확인 가능 하면 좋겠습니다 각 계좌에 있는 상품을 일일이 확인하는 것이 번거롭네요 계좌별 자산에서는 계좌별로 총자산금액, 평가금액, 예수금 확인은 가능한데 상품은 어떻게 확인하나요?",0
2023-12-19 13:09:07,naver google,3,왜 해외주식에서 소수점 안되나요? 2.0001 이런식으로 거래 하려고하면 1달러 미만만 가능하다고 하고 😑 근데 왜 실제 호가창 거래에는 거래하는 사람도 있고 호가창에는 왜 1.9997 이런식으로 있나요...,4
2023-02-07 10:02:18,ククナス,3,금융상품권 등록은 언제 해주나요? 구버젼에서만 되는데 구버젼 3월종료라면서 신버젼에서도 되게 해야 할거 아닌지여,0
2023-02-07 03:38:17,윤준호,3,차트 연속조회 기능이 화면 회전시에는 사용이 불가합니다. 업데이트 해주세요 기종은 폴드3 입니다,0
2023-07-13 11:28:16,힘들다하루하루,3,일본주식도 mts에서 가능하게 합시다..,0
2023-03-29 01:31:17,나넌,3,호가 빨간색이 너무 약해요 밝게 해주세요,0
2023-02-06 19:22:13,ko yoonho,3,탭사용자를 위한 프로그램이 필요한시점 입니다 pc 처럼 모듈이나 호가거래시 바로바로 거래가 가능한 거래창이 필요합니다,0
2023-04-17 23:22:57,Popoo Kim,3,주식분석-순위검색에 시간외 거래대금 순위도 만들어주실수있나요,0
2023-03-06 22:48:40,송원복,3,좋다,0
2023-04-19 00:46:35,이규희,3,사용하다가 튕겨나가요. 멈춰지다 튕겨서 재설치 두번째입니다,1
2023-05-26 11:24:16,윤승남,3,답변의 성의가 없네요 자동 문구마냥,0
2023-12-04 22:20:40,제주바람,3,왜 업데이트가안되죠,0
2023-12-04 09:12:40,yh kk,3,외화rp매매를 유저 친화적으로 좀 해주세요! 최소한 예약 매매라도 ㅜ 무슨 티켓팅 하듯이 새로 고침을 ㅜㅜ,0
2023-07-11 10:37:48,오태일,3,가로모드에서 관심종목/보유종목 과 차트를 함께 볼 수 있으면 좋겠습니다. 종목 누르면 해당차트가 바로바로 나올 수 있었으면 좋겠습니다.,0
2023-07-11 08:53:09,감사하며,3,일본주식도 모바일에서 거래 가능하도록 개선부탁드립니다.,0
2023-07-09 23:13:02,Leo YOON,3,타기관인증서 등록 미래에셋증권 등록이 안돼요 계좌 뒤 5자리 정확히 입력해도 계좌개설은행이 맞지 않습니다라고 나옵니다,0
2024-01-07 02:32:23,권진욱,3,잔고 확인시 종목별 비중 나타나게 해주세요 이전버전에서는 있었는데 없어 졌네요,0
2023-07-04 04:10:40,김용철,3,ㄷ.ㅡ..듣.ㅈㅌ .,0
2023-04-17 00:47:24,제이유,3,차트-사방화살표로 확장-옆으로넘기면서 보는기능 이때 보유종목도 볼수있게 그룹만들어주세요,0
2023-10-12 22:08:51,조재호,3,화면에 Script error reported 뜨면서 접속이 계속 안됨니다 원인이 뭘까요?,0
2023-10-12 12:07:29,FLY BS,3,호가 주문 구버전 처럼 해주세요 누르기 너무 안좋아요,0
2024-02-16 04:32:41,박미숙,3,너무자주악성앱에 감염되는 일이있어서,0
2023-06-30 06:02:15,Hello후니,3,왜 수평지지선 잠금 기능이 없나요? 화면을 이동할 수가없네요,0
2023-10-11 04:55:16,HR,3,메뉴가 너무 쓸데없이 많아서 가독성이 쓰레기입니다,1
2024-02-06 21:56:28,태풍강,3,안대호 ㄷㅌㄴ,0
2024-02-15 15:47:16,SJ L,3,관종 위젯이 너무 큼,0
2023-06-29 22:43:03,young's L.,3,차트의 기간이 틀리게 나옵니다! 수정해주세요! 그래도 기능은 많아져서 좋아요.,0
2023-02-13 04:04:59,dave kim,3,현재 출금표시는 됐는데 돈이 안들어온 현상이 있습니다 확인 부탁드립니다,0
2023-04-30 11:29:20,내말이,3,아니 어제부터 갑자기 차트 일봉 늘려서볼때 2년치에서 끊기나요? 어플 껏다키면 다시 되긴한데 좀있다보면 또 다시 2년치 이후는 하얗게나오네요. 찝찝하게 짜증이 치밀어오릅니다.,0
2023-03-09 00:33:40,이용준,3,편햇던기능이 사라졌어요. 해외잔고에서 종목 누르면 당일 봉그래프가 보였는데..(국내잔고에선 없고요) 오늘 업뎃하고 나니까 국내잔고꺼처럼 봉그래프가 없어져버렸네요.업뎃하면서 왜 퇴화하는거에요오요오오.. 봉그래프줌 넣어주세요.,0
2023-07-31 23:21:51,챠밍,3,ㅍㅍ퐇ㅍ퓾죵ㄹㄹㅈ,0
2023-08-01 09:07:39,당진코아루,3,전일대비등락률상위종목 하위종목이 안나타납니다.오류인가요?,0
2023-10-12 12:36:14,sung kl hong,3,업데이트후 계속 팅겨요.. 실행중 99%가면 화면이 안넘어가고 팅기네요.,1
2023-03-26 15:33:39,한탁구함,3,이동평균선 굵기 어떻게 바꾸나요? 바꾸긴 했는데 한종목만 바뀌네요 ㅠㅠ 종목마다 들어가서 해야하나요?,0
2023-08-01 10:49:20,안세근,3,!%%(!♤&,0
2023-10-19 06:41:12,김천중,3,여러기능특히 조건검섹 기능 보조지표등이 잘되있어 흥미로와 공부하기쉬워서참좋습니다,0
2023-02-16 15:14:26,L J,3,별로,0
2023-07-27 12:38:39,이syenglish,3,잘 사용하고 있었는데 오늘 저녁 갑자기 앱이 클릭하면 튕기면서 안들어가지네요. 핸드폰 재부팅해도 똑같아요. 도와주세요,0
2023-04-14 11:51:47,김광수,3,구버전을 왜? 쓰레기를 만들었네 인증번호 보냈다고 동기화도 안시키는 짓을,1
2023-03-20 03:42:47,고양이친구,3,업뎃한이후로 앱이 안켜지구 자꾸 꺼져요ㅠ 해결방법좀ㅈ알려주세요,0
2023-08-03 11:58:39,Daniel Eum,3,ㄷㅎㅡㅋ 듯 ㄴ .지금 ㅡ ㄴㅅㄴㄴㅈㄷㅈ점심. ㅅㅁㄴ. ㅇ. ㅈ. ㅣㅅ 안녕하세요. ㅇㅈ ㅆ,0
2023-10-24 02:56:36,YM Lim (KKOBUK),3,"차트 수평선이 그어 놓으면 자꾸 움직여서 불편합니다. 고정 기능이 추가 되면 좋겠고요. 일, 분봉 중 하나만 그어도 선이 연동되면 좋겠습니다.",1
2023-03-08 10:02:53,서유현,3,차트에 이동평균선 점선 추가해주세요,0
2023-03-08 10:02:29,조건우,3,진짜 정신병 걸릴 것 같아요 처음 들어가면 나오는 팝업좀 없애주세요. 스펙트럼 증거금 어쩌구 진짜 정신 나가버릴 것 같아요,0
2023-08-03 03:14:00,김영진,3,실시간 수급과 종목 이슈 작동이 안되고 멈추어요 삭제후 다시 깔아도 같은 현상 입니다,0
2024-01-29 01:39:27,Ab 123,3,앱자체가 불안정함,0
2023-03-30 11:23:27,김태수,3,차트 좀 수정합시다.. 차트볼때 선하고 설명하고 겹쳐서 나오는데 설명을 안겹치게 수정좀 부탁드립니다..,0
2024-02-17 01:36:30,주원아빠,3,사용자지표 지표겹치기는 mts에서는 불가능한가요? hts에서는 겹치기가 가능한데 mts는 못찾겠네요 기능 추가 꼭 부탁드립니다,0
